electrode,x,y,z,w,h,d,default,all,bank0,double_length
1179,2,9035,0,12,12,24,0,1,0,0
1180,-30,9050,0,12,12,24,0,1,0,0
1181,2,9050,0,12,12,24,0,1,0,0
1182,-30,9065,0,12,12,24,0,1,0,0
1183,2,9065,0,12,12,24,0,1,0,0
1184,-30,9080,0,12,12,24,0,1,0,0
1185,2,9080,0,12,12,24,0,1,0,0
1186,-30,9095,0,12,12,24,0,1,0,0
1187,2,9095,0,12,12,24,0,1,0,0
1188,-30,9110,0,12,12,24,0,1,0,0
1189,2,9110,0,12,12,24,0,1,0,0
1190,-30,9125,0,12,12,24,0,1,0,0
1191,2,9125,0,12,12,24,0,1,0,0
1192,-30,9140,0,12,12,24,0,1,0,0
1193,2,9140,0,12,12,24,0,1,0,0
1194,-30,9155,0,12,12,24,0,1,0,0
1195,2,9155,0,12,12,24,0,1,0,0
1196,-30,9170,0,12,12,24,0,1,0,0
1197,2,9170,0,12,12,24,0,1,0,0
1198,-30,9185,0,12,12,24,0,1,0,0
1199,2,9185,0,12,12,24,0,1,0,0
1200,-30,9200,0,12,12,24,0,1,0,0
1201,2,9200,0,12,12,24,0,1,0,0
1202,-30,9215,0,12,12,24,0,1,0,0
1203,2,9215,0,12,12,24,0,1,0,0
1204,-30,9230,0,12,12,24,0,1,0,0
1205,2,9230,0,12,12,24,0,1,0,0
1206,-30,9245,0,12,12,24,0,1,0,0
1207,2,9245,0,12,12,24,0,1,0,0
1208,-30,9260,0,12,12,24,0,1,0,0
1209,2,9260,0,12,12,24,0,1,0,0
1210,-30,9275,0,12,12,24,0,1,0,0
1211,2,9275,0,12,12,24,0,1,0,0
1212,-30,9290,0,12,12,24,0,1,0,0
1213,2,9290,0,12,12,24,0,1,0,0
1214,-30,9305,0,12,12,24,0,1,0,0
1215,2,9305,0,12,12,24,0,1,0,0
1216,-30,9320,0,12,12,24,0,1,0,0
1217,2,9320,0,12,12,24,0,1,0,0
1218,-30,9335,0,12,12,24,0,1,0,0
1219,2,9335,0,12,12,24,0,1,0,0
1220,-30,9350,0,12,12,24,0,1,0,0
1221,2,9350,0,12,12,24,0,1,0,0
1222,-30,9365,0,12,12,24,0,1,0,0
1223,2,9365,0,12,12,24,0,1,0,0
1224,-30,9380,0,12,12,24,0,1,0,0
1225,2,9380,0,12,12,24,0,1,0,0
1226,-30,9395,0,12,12,24,0,1,0,0
1227,2,9395,0,12,12,24,0,1,0,0
1228,-30,9410,0,12,12,24,0,1,0,0
1229,2,9410,0,12,12,24,0,1,0,0
1230,-30,9425,0,12,12,24,0,1,0,0
1231,2,9425,0,12,12,24,0,1,0,0
1232,-30,9440,0,12,12,24,0,1,0,0
1233,2,9440,0,12,12,24,0,1,0,0
1234,-30,9455,0,12,12,24,0,1,0,0
1235,2,9455,0,12,12,24,0,1,0,0
1236,-30,9470,0,12,12,24,0,1,0,0
1237,2,9470,0,12,12,24,0,1,0,0
1238,-30,9485,0,12,12,24,0,1,0,0
1239,2,9485,0,12,12,24,0,1,0,0
1240,-30,9500,0,12,12,24,0,1,0,0
1241,2,9500,0,12,12,24,0,1,0,0
1242,-30,9515,0,12,12,24,0,1,0,0
1243,2,9515,0,12,12,24,0,1,0,0
1244,-30,9530,0,12,12,24,0,1,0,0
1245,2,9530,0,12,12,24,0,1,0,0
1246,-30,9545,0,12,12,24,0,1,0,0
1247,2,9545,0,12,12,24,0,1,0,0
1248,-30,9560,0,12,12,24,0,1,0,0
1249,2,9560,0,12,12,24,0,1,0,0
1250,-30,9575,0,12,12,24,0,1,0,0
1251,2,9575,0,12,12,24,0,1,0,0
1252,-30,9590,0,12,12,24,0,1,0,0
1253,2,9590,0,12,12,24,0,1,0,0
1254,-30,9605,0,12,12,24,0,1,0,0
1255,2,9605,0,12,12,24,0,1,0,0
1256,-30,9620,0,12,12,24,0,1,0,0
1257,2,9620,0,12,12,24,0,1,0,0
1258,-30,9635,0,12,12,24,0,1,0,0
1259,2,9635,0,12,12,24,0,1,0,0
1260,-30,9650,0,12,12,24,0,1,0,0
1261,2,9650,0,12,12,24,0,1,0,0
1262,-30,9665,0,12,12,24,0,1,0,0
1263,2,9665,0,12,12,24,0,1,0,0
1264,-30,9680,0,12,12,24,0,1,0,0
1265,2,9680,0,12,12,24,0,1,0,0
1266,-30,9695,0,12,12,24,0,1,0,0
1267,2,9695,0,12,12,24,0,1,0,0
1268,-30,9710,0,12,12,24,0,1,0,0
1269,2,9710,0,12,12,24,0,1,0,0
1270,-30,9725,0,12,12,24,0,1,0,0
1271,2,9725,0,12,12,24,0,1,0,0
1272,-30,9740,0,12,12,24,0,1,0,0
1273,2,9740,0,12,12,24,0,1,0,0
1274,-30,9755,0,12,12,24,0,1,0,0
1275,2,9755,0,12,12,24,0,1,0,0
1276,-30,9770,0,12,12,24,0,1,0,0
1277,2,9770,0,12,12,24,0,1,0,0
1278,-30,9785,0,12,12,24,0,1,0,0
1279,2,9785,0,12,12,24,0,1,0,0
